,edad,AniosDireccion,Gastocoche,Aniosempleo,Aniosresiden,ingres
1390,51,31,27.1,11,1,55
3999,48,1,15.3,0,2,31
3993,34,12,14.9,3,1,31
2245,43,15,21.8,15,5,44
1527,41,18,21.900000000000002,6,3,42
1370,55,11,33.1,15,4,66
2292,50,15,67.8,27,2,132
515,49,3,16.5,10,1,32
2194,44,13,24.400000000000002,10,3,49
4979,51,13,63.800000000000004,20,1,129
867,29,6,16.8,3,7,34
5296,62,10,46.800000000000004,33,2,99
5080,39,0,53.5,15,2,106
4149,28,1,14.600000000000001,3,1,29
3545,46,23,31.1,19,4,62
496,55,4,51.1,31,2,102
5492,59,30,11.5,2,2,23
4975,44,17,15.200000000000001,7,5,31
5497,23,1,13.600000000000001,0,2,27
451,61,6,32.0,25,2,64
3020,36,7,8.9,15,1,18
2434,56,33,34.0,7,2,69
2948,44,12,39.5,17,2,78
158,33,5,9.0,1,1,18
38,54,34,14.3,8,1,29
3005,48,27,37.800000000000004,14,1,76
5460,39,4,85.0,10,1,173
517,51,1,46.6,18,2,94
4570,28,6,7.5,4,3,15
507,37,16,31.0,8,1,62
2099,42,16,13.9,0,1,28
60,45,23,26.900000000000002,1,2,52
1001,30,11,11.5,8,1,23
1219,37,6,37.2,1,1,73
4006,59,34,9.4,36,2,19
697,52,27,8.0,0,1,16
1562,63,41,25.900000000000002,11,2,51
5476,41,9,12.4,2,1,25
749,45,19,47.7,21,1,94
2394,53,21,19.0,18,6,40
2324,66,33,4.4,4,2,9
2851,36,13,44.2,9,1,85
2463,48,28,9.9,4,2,20
1025,41,15,16.1,6,2,32
2543,45,18,68.9,23,1,140
2617,63,43,5.6000000000000005,19,1,11
739,61,33,31.400000000000002,4,1,61
195,66,3,38.2,13,3,77
4745,29,2,15.4,12,2,31
1827,71,27,6.5,14,1,13
3264,45,22,34.4,18,4,72
4382,51,9,52.800000000000004,19,4,106
5443,45,14,31.200000000000003,8,4,63
2508,20,0,16.5,0,7,33
4879,18,0,6.800000000000001,0,3,14
5735,34,2,42.800000000000004,2,1,86
5301,34,4,18.900000000000002,17,1,38
3918,43,24,48.300000000000004,16,3,98
5682,46,8,26.900000000000002,4,2,53
247,43,19,71.7,10,2,207
5555,66,38,13.700000000000001,5,1,27
4826,51,3,52.400000000000006,21,4,107
2525,29,10,9.5,7,1,19
701,54,19,19.400000000000002,17,3,40
3868,25,0,10.0,1,4,21
2796,57,5,76.0,10,1,151
5516,44,11,11.100000000000001,2,1,22
2424,40,21,54.6,20,4,110
1843,57,27,14.9,7,1,30
3442,60,10,89.0,36,1,180
5402,61,23,73.2,37,1,359
69,59,2,17.900000000000002,13,2,36
3639,54,31,60.1,26,2,120
4592,53,27,28.5,16,1,57
2944,51,3,19.700000000000003,9,5,40
5330,53,26,23.3,10,2,46
952,45,14,10.8,3,1,21
587,45,13,31.200000000000003,23,3,64
2626,39,10,8.8,6,4,18
2371,33,10,37.300000000000004,5,3,77
4037,48,18,38.2,16,2,76
4987,43,24,88.9,19,3,180
3329,55,29,31.5,10,1,65
2302,56,29,67.6,21,3,214
951,23,3,14.8,7,6,30
3638,52,17,19.5,8,1,39
2265,37,10,10.5,3,1,21
1588,47,7,23.400000000000002,7,1,47
2318,57,6,12.600000000000001,0,2,25
4366,56,6,14.700000000000001,1,2,31
3945,41,6,60.0,12,2,121
4081,20,1,7.0,0,1,14
5269,66,43,5.9,6,2,12
2971,49,28,24.200000000000003,5,1,49
5613,25,1,8.9,1,5,18
5225,44,13,51.0,11,1,104
4913,37,10,20.8,13,1,42
3607,32,3,13.5,11,1,28
3669,25,2,15.3,0,1,31
1229,27,4,11.600000000000001,7,1,23
4324,27,3,14.0,3,1,28
2819,31,1,14.4,14,3,28
285,45,19,46.7,17,5,91
2952,31,3,20.6,8,4,42
3138,31,5,13.100000000000001,12,5,26
1036,39,1,39.400000000000006,12,3,78
3700,26,2,9.3,6,2,19
4775,61,28,11.8,1,1,24
1532,34,12,24.200000000000003,17,1,47
2855,46,3,20.0,14,1,40
3718,31,10,10.9,1,4,22
4117,42,14,69.3,23,2,140
4901,49,30,54.0,20,1,105
5002,49,16,30.200000000000003,0,1,62
5126,43,14,27.0,12,4,54
112,36,4,16.6,0,1,34
1503,32,11,11.8,2,4,23
292,61,33,8.5,23,2,17
4261,39,16,30.3,4,1,60
2398,28,6,20.8,8,4,42
2904,37,7,49.800000000000004,11,3,99
232,43,22,16.3,4,1,33
479,31,10,31.1,1,3,63
4575,60,41,74.2,29,3,308
1042,20,0,12.0,0,1,24
813,68,35,8.8,3,1,18
2931,56,13,40.1,11,3,79
2059,24,1,10.600000000000001,1,2,21
1712,67,19,18.1,34,1,36
2928,37,18,55.1,0,4,113
2866,19,0,7.4,0,3,15
2881,47,15,22.400000000000002,19,1,46
1398,62,39,14.3,0,2,28
5019,44,13,26.6,12,1,54
3874,28,7,11.200000000000001,0,1,22
684,39,17,20.6,5,1,42
1408,19,0,7.2,0,3,14
31,64,23,52.5,19,2,104
1808,35,11,52.1,9,2,106
1138,22,3,11.0,0,1,21
3803,58,19,76.4,33,1,239
5133,36,4,18.3,7,4,37
2250,31,3,34.6,3,1,67
632,50,18,33.300000000000004,10,1,66
2972,62,12,5.800000000000001,25,2,12
5573,44,24,34.300000000000004,5,1,70
4108,26,0,21.200000000000003,4,3,43
2892,34,4,15.100000000000001,9,1,30
62,61,3,68.3,21,1,136
1970,25,3,9.700000000000001,7,3,20
4531,22,3,15.700000000000001,6,2,32
3911,53,16,79.4,12,1,254
3457,43,23,9.0,3,1,18
1058,53,16,37.7,19,2,75
4650,36,1,35.0,7,1,70
1406,24,0,14.700000000000001,0,4,29
1224,32,0,12.0,0,4,23
5079,31,9,10.700000000000001,2,1,21
1561,42,14,22.5,10,4,46
3799,47,19,32.2,16,2,66
2653,37,14,13.5,3,1,27
868,43,0,85.5,19,3,172
769,25,5,13.8,2,3,27
275,41,2,45.400000000000006,14,1,90
2288,46,10,25.700000000000003,15,2,52
5003,27,0,15.700000000000001,2,3,32
1544,34,12,15.4,5,1,32
4452,70,23,10.3,21,1,21
5337,44,11,44.300000000000004,15,2,89
4920,44,15,50.1,1,3,99
2800,66,24,7.0,6,1,14
2281,55,14,49.400000000000006,16,1,100
2382,35,14,17.1,8,1,34
5724,31,7,23.3,7,3,47
481,43,14,16.400000000000002,1,1,33
3241,50,29,86.3,28,1,356
3367,65,15,19.3,3,2,39
1165,46,25,37.7,18,1,75
5554,49,27,19.1,5,1,38
713,37,9,12.100000000000001,12,1,24
5646,42,1,82.9,18,1,165
890,26,1,25.3,5,5,50
5507,30,7,14.4,5,1,29
3306,33,1,13.100000000000001,1,1,27
2187,26,3,9.200000000000001,4,3,18
3489,37,11,25.400000000000002,12,3,52
4446,53,24,26.1,16,1,50
569,55,8,48.7,21,1,103
1896,25,0,11.3,0,2,23
1579,28,2,12.600000000000001,3,1,26
3856,69,26,53.400000000000006,29,1,107
4818,65,37,84.8,28,2,245
2717,53,31,11.9,8,2,24
755,33,0,15.8,1,1,31
2445,50,23,84.6,23,2,230
218,48,26,79.30000000000001,29,2,158
5661,55,0,61.6,23,4,123
3542,50,24,75.3,30,2,310
3073,31,1,25.400000000000002,15,5,49
2901,45,8,40.400000000000006,16,1,85
289,67,26,16.7,36,2,33
2092,29,2,28.700000000000003,6,4,57
1381,24,1,8.0,0,1,16
4463,46,2,48.800000000000004,4,4,102
2413,29,2,23.0,1,2,44
5054,32,8,22.3,6,3,45
2774,37,16,38.800000000000004,10,1,77
497,41,22,11.9,5,3,24
3211,22,0,15.5,1,2,31
1533,54,10,32.0,13,1,64
4742,49,19,22.700000000000003,7,1,46
213,49,2,52.5,16,1,106
2582,35,15,36.2,9,4,72
4729,31,2,31.6,12,4,62
4600,48,21,33.800000000000004,19,2,69
4884,27,6,10.8,0,1,21
4181,23,1,11.5,0,5,23
2161,54,6,24.900000000000002,7,1,52
3532,49,11,45.5,6,4,90
1339,58,17,63.6,20,2,128
2035,41,17,33.1,16,3,67
5467,54,1,73.3,20,2,424
5727,44,20,27.8,1,2,53
1656,32,2,31.0,4,1,62
4221,61,37,9.5,28,1,19
4045,32,7,15.8,9,1,31
628,70,26,4.6000000000000005,5,1,9
364,40,20,42.0,10,2,83
1908,25,2,12.700000000000001,0,5,25
5524,64,41,30.0,9,2,58
2916,37,6,16.900000000000002,10,2,34
355,51,15,18.6,5,4,36
1643,55,16,12.600000000000001,2,6,25
4343,75,20,4.9,21,1,10
4046,70,31,30.3,15,2,60
4658,36,14,19.5,13,2,39
1203,52,1,11.600000000000001,1,2,23
4287,30,9,8.8,1,1,18
4656,48,29,48.400000000000006,27,1,98
1491,47,14,64.60000000000001,28,1,129
1711,53,6,89.9,32,4,181
3837,22,3,37.0,0,5,76
4206,28,4,14.700000000000001,2,3,30
1899,51,14,17.0,6,4,34
2565,61,2,6.4,28,2,13
1690,28,3,26.3,1,1,54
3635,47,24,27.200000000000003,8,5,55
5060,36,10,75.1,4,1,206
5349,42,9,29.0,6,1,57
1922,27,4,18.2,2,2,36
1699,37,18,28.5,8,2,56
1630,50,9,19.1,1,1,39
5603,32,10,16.7,4,6,33
771,40,8,34.2,17,2,68
862,30,4,14.5,2,5,29
527,34,13,25.5,8,1,50
1006,43,15,34.6,9,1,69
2984,23,0,8.5,0,3,17
4253,40,1,12.3,0,1,25
2997,60,9,72.4,44,1,244
5270,35,9,18.8,2,3,37
690,66,9,4.5,13,1,9
3879,46,6,18.400000000000002,8,1,38
458,30,2,20.0,6,6,41
1400,32,6,13.100000000000001,5,2,27
2339,27,5,12.3,9,4,25
4411,35,3,10.100000000000001,6,5,21
5189,66,36,23.700000000000003,16,1,45
4547,44,23,33.800000000000004,14,3,69
575,34,11,15.200000000000001,2,5,31
3568,39,6,32.9,13,2,63
5546,46,6,85.3,18,2,201
5368,58,37,58.300000000000004,37,1,115
5605,32,7,20.700000000000003,9,2,42
5397,24,2,9.5,0,4,19
2343,41,3,18.7,5,3,38
5290,35,5,16.6,4,5,33
1688,37,16,11.600000000000001,7,2,23
3188,22,3,7.300000000000001,1,1,15
4481,38,6,28.8,2,2,58
4697,36,1,25.900000000000002,7,4,52
2968,34,4,61.6,9,5,124
609,56,24,46.5,25,1,91
3403,52,8,12.700000000000001,2,1,25
3252,51,17,33.300000000000004,15,3,68
141,42,8,11.200000000000001,1,2,22
1494,40,16,31.8,18,2,64
4521,25,1,13.600000000000001,5,4,28
754,66,13,9.4,41,1,19
443,53,14,89.7,21,1,181
1962,24,4,12.5,0,3,26
3636,43,7,13.700000000000001,1,1,28
2040,32,0,25.400000000000002,5,3,50
1605,25,0,12.100000000000001,2,1,23
3917,41,21,86.4,19,3,171
5748,36,1,21.900000000000002,8,2,45
776,42,1,38.300000000000004,4,2,77
5358,44,8,30.200000000000003,15,2,63
1952,38,12,24.6,11,1,49
182,56,14,37.9,17,4,80
5587,34,13,17.6,11,4,35
299,35,14,10.4,0,2,20
688,32,0,9.600000000000001,1,4,20
2392,32,8,29.400000000000002,4,3,57
4425,24,4,12.100000000000001,0,1,24
1812,27,2,8.9,2,3,18
3393,49,10,80.2,22,1,160
49,60,25,74.4,28,2,293
3564,24,4,9.0,0,4,18
4167,45,26,30.3,4,1,63
2377,36,12,19.1,7,1,38
1233,47,22,33.9,6,2,70
4216,23,4,19.700000000000003,2,1,39
582,47,2,28.6,24,4,58
3949,47,20,22.200000000000003,17,1,46
2994,34,5,26.400000000000002,9,4,51
341,62,29,5.0,5,2,10
743,46,13,31.200000000000003,22,5,62
3248,47,14,28.3,20,4,58
3562,23,2,13.8,0,5,28
1307,61,14,89.0,36,2,178
1033,34,5,18.900000000000002,7,2,37
4170,59,1,9.4,0,1,19
84,51,28,25.5,9,4,51
3434,39,1,14.3,7,2,29
4469,28,2,14.700000000000001,5,3,30
2912,64,4,22.900000000000002,19,1,45
2490,32,9,24.6,2,4,50
1500,19,0,13.3,0,2,27
2612,34,14,18.5,8,1,37
3786,38,1,11.4,5,2,23
5144,40,18,33.2,7,4,67
762,43,16,86.80000000000001,5,2,172
13,35,10,42.1,1,2,80
691,48,28,33.300000000000004,13,1,67
18,33,6,9.8,5,6,20
5696,30,10,22.200000000000003,3,2,47
2546,50,18,17.400000000000002,13,1,34
3108,56,0,33.0,0,2,68
4351,49,12,50.1,20,1,101
3243,56,37,49.800000000000004,21,2,98
5504,59,12,64.60000000000001,27,1,131
779,42,21,15.200000000000001,3,2,30
1026,33,11,17.3,10,1,36
3057,32,13,11.600000000000001,10,2,24
439,52,7,20.5,11,1,41
1419,45,24,34.1,18,1,67
3807,25,2,33.5,0,3,68
875,33,13,14.9,4,3,29
1127,46,26,15.4,11,1,31
4329,34,6,27.5,13,2,56
2719,42,7,73.3,18,3,144
4386,29,9,11.0,7,5,22
3194,37,14,20.200000000000003,3,2,41
3405,41,19,14.100000000000001,2,2,29
2026,51,13,33.4,19,1,67
4208,57,31,25.400000000000002,12,1,49
3984,26,1,10.8,3,3,21
3214,36,9,19.3,1,3,39
3375,35,2,41.6,12,1,86
1574,26,7,14.5,1,1,28
93,26,1,8.5,1,3,17
4657,48,19,14.3,6,1,29
5380,32,0,8.0,4,1,16
2025,41,8,16.8,4,2,33
2873,32,7,17.8,6,1,36
681,37,7,29.200000000000003,16,4,60
1822,62,7,23.6,8,2,50
4290,22,1,14.5,0,5,29
773,57,3,46.5,17,2,94
781,65,35,11.8,24,1,24
4854,69,49,22.0,26,1,43
4008,31,6,13.0,1,1,27
4982,26,0,9.200000000000001,0,4,19
3301,49,3,24.400000000000002,2,4,50
619,51,3,28.1,6,1,58
3071,20,0,10.100000000000001,0,2,21
4086,42,5,16.3,11,2,33
1176,29,0,26.1,5,1,50
3451,43,17,22.1,10,2,44
3032,30,0,18.8,6,1,38
4639,48,22,23.1,17,2,44
2030,30,1,14.0,1,1,28
3601,38,10,43.0,4,1,88
1548,28,5,10.9,4,1,21
4994,37,8,19.6,9,2,41
2299,48,19,14.200000000000001,5,1,28
1467,56,1,84.2,32,3,167
3421,49,28,61.2,20,3,122
3499,45,18,22.3,14,2,44
1341,37,2,52.300000000000004,11,1,104
4566,48,28,33.7,17,3,68
742,39,6,14.4,7,1,29
5139,34,13,10.200000000000001,6,1,21
2663,50,31,21.5,6,2,44
4815,37,5,91.2,16,2,184
3656,44,16,22.0,4,2,44
1660,41,21,25.400000000000002,12,4,51
5534,47,11,37.1,20,3,74
5655,25,0,48.0,2,1,95
3348,55,18,36.800000000000004,29,2,73
4740,42,21,82.7,14,5,167
3741,44,20,63.400000000000006,13,1,127
1193,42,15,19.6,2,4,39
5280,37,17,17.7,12,1,36
553,57,19,10.3,27,1,21
4652,24,2,19.1,0,4,37
3919,27,6,17.1,1,3,34
5354,42,2,62.0,21,1,120
2507,31,9,15.3,8,2,31
3454,28,3,28.8,4,1,58
4851,57,5,72.0,35,1,285
5712,25,1,13.9,0,2,28
3689,37,18,21.700000000000003,2,1,46
5162,39,10,46.1,18,1,90
1198,49,1,41.300000000000004,15,1,85
4090,34,15,15.0,5,4,30
1364,58,39,61.0,26,5,122
1951,61,4,10.8,1,5,22
4003,34,11,10.8,3,3,22
461,39,12,22.400000000000002,14,1,44
4858,56,7,42.5,29,2,86
5710,51,26,21.200000000000003,6,1,42
3365,51,10,23.0,9,3,47
2296,44,19,26.1,8,1,53
1206,49,17,26.0,8,4,53
1992,50,14,35.0,22,1,69
3238,44,23,30.8,20,1,62
263,24,0,9.0,3,3,18
1016,51,24,28.700000000000003,16,1,56
1608,30,8,15.3,4,3,31
5510,21,1,7.0,2,5,14
2300,35,10,16.8,1,6,34
3110,42,1,11.8,2,1,24
800,59,0,63.1,31,1,124
1074,51,12,99.9,28,2,198
2009,55,34,14.5,11,1,29
438,24,5,16.2,1,1,32
351,65,38,69.5,16,2,135
319,51,22,83.80000000000001,20,2,169
5521,51,24,71.5,23,1,302
1132,41,12,18.2,0,2,36
893,52,25,38.7,27,2,78
444,71,31,50.2,29,2,102
4681,19,0,17.1,0,2,34
2655,40,16,24.3,3,2,48
1271,49,28,32.2,8,2,64
4668,62,12,74.4,35,1,874
2326,75,9,13.9,46,2,26
1284,40,12,26.400000000000002,20,1,53
3721,33,6,28.5,14,4,58
3318,40,16,51.1,1,1,100
3344,41,12,89.2,14,1,178
2554,24,5,10.600000000000001,0,1,22
5132,41,10,18.1,0,2,36
3490,49,7,32.6,13,4,66
5339,66,33,9.8,18,2,20
1306,34,15,25.700000000000003,11,1,49
4145,43,12,32.4,7,1,66
3922,55,26,67.7,16,2,137
2505,33,2,47.6,5,1,95
1600,44,2,32.9,23,4,66
5154,33,4,41.400000000000006,0,3,82
1418,63,40,49.2,30,1,97
2336,45,7,70.0,14,1,321
3180,32,1,14.4,3,2,29
2012,39,10,12.8,3,2,26
3385,49,12,14.700000000000001,6,4,28
2765,38,5,8.8,1,2,18
859,34,13,25.8,5,4,52
2775,64,27,64.10000000000001,30,1,129
1851,56,21,48.800000000000004,34,2,97
2880,32,4,19.200000000000003,3,5,39
2307,38,16,27.6,18,3,55
5737,53,29,14.4,1,3,29
2090,40,5,35.1,17,7,71
293,37,11,14.4,2,2,29
2542,39,9,10.3,9,2,20
1619,51,23,43.1,28,5,87
495,57,6,12.4,0,1,25
4898,42,9,35.9,22,2,72
2136,32,1,10.700000000000001,5,5,21
884,49,8,73.3,24,6,148
5520,24,4,9.1,3,4,18
1413,47,10,95.80000000000001,27,1,192
4903,38,14,36.4,14,1,74
4077,61,31,70.9,38,1,288
4947,51,8,23.900000000000002,21,1,49
2932,42,12,81.9,19,1,164
4869,20,0,10.100000000000001,0,2,20
161,26,7,11.0,7,4,21
2283,36,8,30.200000000000003,3,3,60
2005,63,1,5.5,6,2,11
2230,28,7,24.1,4,1,46
417,49,22,74.4,22,2,316
398,49,27,20.0,20,1,39
132,39,17,49.2,3,3,97
401,48,3,16.8,11,2,33
230,43,3,27.700000000000003,0,1,56
2064,49,8,19.200000000000003,4,2,38
2016,59,14,74.5,7,1,331
2883,50,21,60.1,20,1,119
1616,57,28,51.800000000000004,4,4,102
3664,34,13,17.0,3,2,33
4837,37,2,22.8,7,5,46
2259,58,5,39.6,27,2,79
2590,40,0,35.1,14,2,72
4333,43,15,17.400000000000002,2,1,34
2266,52,24,23.700000000000003,11,1,45
3821,48,26,90.60000000000001,24,5,181
450,26,6,7.800000000000001,6,4,16
5625,31,6,15.4,0,5,31
4596,57,17,26.8,8,1,52
2119,52,6,80.3,26,2,208
4655,36,17,12.0,6,6,24
4571,61,0,11.0,0,1,22
1785,38,5,17.5,9,1,35
2001,46,14,52.1,20,2,103
290,25,0,28.400000000000002,4,5,58
1963,32,12,28.5,1,3,59
2674,62,7,4.3,37,1,9
1337,49,10,10.700000000000001,3,2,23
2845,50,5,51.7,28,1,104
2237,22,2,10.3,0,2,21
1888,23,0,15.3,0,3,30
3464,31,10,15.700000000000001,8,4,31
45,48,18,28.6,10,2,59
4397,41,19,14.200000000000001,2,2,29
657,21,1,7.0,0,4,14
1122,34,15,17.5,3,3,35
5620,55,28,70.9,23,1,1045
978,41,18,42.900000000000006,24,2,84
3710,45,8,26.200000000000003,1,2,50
1589,51,31,34.300000000000004,12,1,69
4140,44,18,86.10000000000001,23,3,171
2936,34,14,32.0,14,1,66
5045,66,0,5.0,14,1,10
1166,22,2,12.600000000000001,4,1,25
2276,31,10,15.4,7,1,31
2127,51,2,64.3,23,1,127
1944,49,20,19.3,0,5,39
1807,61,41,74.9,36,1,585
5697,31,12,17.6,8,1,35
2189,30,9,7.4,0,4,15
2581,68,37,64.2,47,2,270
3281,53,22,18.0,10,1,36
2957,40,9,44.300000000000004,20,1,89
1778,33,0,24.400000000000002,10,4,50
3505,48,8,69.5,28,2,139
3816,31,5,18.0,9,5,37
397,52,31,61.2,20,1,125
1856,27,1,23.6,1,1,48
4833,36,11,11.700000000000001,7,2,23
1131,46,2,23.900000000000002,22,1,49
678,28,4,8.9,4,1,18
4808,47,16,11.5,0,2,22
1968,30,7,15.3,6,8,31
5381,46,25,18.8,7,5,38
5480,39,18,37.1,17,3,75
1506,38,18,24.200000000000003,12,4,49
4093,50,28,21.200000000000003,0,1,41
4779,61,40,76.5,40,1,154
5285,49,24,10.200000000000001,6,2,20
891,50,7,32.1,19,2,65
519,37,17,22.8,9,2,45
5363,55,7,28.0,3,2,57
1272,32,9,43.7,4,2,88
4540,38,10,56.6,13,1,113
5657,54,21,45.5,38,2,88
4560,47,27,56.800000000000004,19,2,115
2144,51,3,14.5,12,3,30
1289,49,27,15.200000000000001,0,3,31
2384,34,14,51.0,9,4,102
616,45,22,48.400000000000006,24,5,95
1738,71,50,85.2,32,1,174
2222,45,19,15.8,1,2,32
3582,59,11,35.800000000000004,30,1,72
1155,57,2,17.7,15,1,36
39,36,5,15.600000000000001,0,3,31
5708,43,11,8.8,1,6,18
1280,33,11,14.0,4,4,28
3053,41,1,20.0,17,5,43
4238,36,3,24.6,11,4,48
4369,48,2,74.4,27,3,245
2795,42,21,23.200000000000003,7,1,46
3701,27,6,11.700000000000001,0,4,23
3087,36,12,12.100000000000001,7,1,24
1340,57,4,36.2,9,1,72
2739,52,31,42.800000000000004,6,2,87
2426,42,4,54.800000000000004,16,1,108
3321,20,0,11.4,0,4,24
561,38,7,31.0,5,1,63
1407,36,12,42.0,9,2,84
4670,37,1,29.0,11,3,59
170,35,0,13.700000000000001,0,2,27
4930,42,5,22.6,18,1,45
3487,25,4,16.3,1,5,33
5056,23,3,10.5,0,1,21
2992,19,0,6.300000000000001,0,1,13
4981,31,0,13.600000000000001,2,2,27
4601,42,2,27.200000000000003,4,1,53
2893,36,0,9.4,2,1,19
4703,40,12,45.7,17,2,88
2934,51,26,78.6,24,2,279
5564,67,40,4.9,13,2,10
1242,41,15,34.1,12,1,70
1420,38,3,40.400000000000006,6,1,80
2170,32,13,14.100000000000001,7,1,28
312,32,3,19.400000000000002,6,1,38
4633,52,23,30.8,16,2,61
4789,29,1,16.5,4,2,33
2258,62,14,80.60000000000001,35,2,161
5004,45,21,41.800000000000004,8,2,84
1061,29,4,43.5,0,6,86
4576,24,1,27.1,2,5,55
5636,38,3,28.700000000000003,18,1,58
4726,67,29,15.700000000000001,6,2,32
5212,52,8,69.5,33,3,240
4321,54,33,30.0,2,1,58
3168,31,8,13.0,0,5,26
2585,45,18,15.0,4,1,31
5352,68,25,60.300000000000004,35,1,121
4057,53,19,76.3,28,4,227
2924,66,0,32.7,12,2,62
5667,61,42,74.3,34,1,211
2828,51,16,28.6,0,1,58
4190,41,11,20.6,10,4,41
3864,46,1,51.2,2,4,105
4010,32,2,13.9,4,1,28
1021,37,10,11.3,1,1,23
573,32,12,15.4,1,2,31
3155,40,11,36.5,19,3,73
4174,36,11,24.3,8,2,49
2793,22,0,8.200000000000001,4,1,16
1645,50,15,32.5,6,5,67
3379,50,0,79.4,21,2,270
3077,40,0,47.800000000000004,16,3,96
1443,41,18,64.0,21,3,125
937,42,20,16.900000000000002,8,1,34
1496,54,23,77.5,18,1,151
514,35,4,30.0,10,1,61
5246,36,17,9.0,4,1,18
3333,46,5,17.7,6,2,35
1824,55,0,80.2,24,1,159
5206,32,2,69.9,10,4,139
4739,28,2,33.7,2,2,67
3314,34,9,11.8,10,3,24
3239,49,19,44.800000000000004,6,1,90
1820,62,0,72.5,27,2,143
2658,28,7,19.1,1,6,39
1615,65,38,4.9,37,1,10
2117,40,6,33.6,20,1,67
2134,35,3,12.8,5,3,25
1632,39,7,17.0,3,4,34
5746,23,2,7.9,3,3,16
5612,38,18,48.5,11,5,98
5152,30,10,9.4,5,4,19
4719,38,16,27.8,13,1,53
1416,33,2,26.8,7,4,53
1288,31,1,16.400000000000002,5,4,33
2381,36,1,41.5,4,1,85
704,65,6,31.900000000000002,29,1,66
5109,22,1,25.0,0,1,49
409,38,16,37.7,14,4,76
3374,47,10,54.7,11,2,112
2369,51,24,65.7,24,3,129
2662,47,0,28.400000000000002,6,3,56
1149,39,7,30.0,12,1,61
108,24,3,18.3,2,4,37
2441,26,3,12.9,3,3,25
2678,63,14,5.2,9,3,10
828,62,25,19.8,38,2,39
3531,43,3,16.2,1,1,34
2760,44,6,10.600000000000001,2,3,21
2164,36,12,20.6,6,7,41
1682,31,4,18.2,0,2,37
1861,53,1,73.8,24,4,148
4217,54,33,30.1,11,2,61
1735,53,11,31.0,9,1,62
4308,37,10,37.5,19,1,76
2169,22,0,10.100000000000001,1,1,21
1906,44,13,45.0,15,1,90
2272,33,7,26.1,14,4,53
2837,25,2,11.3,5,2,23
4414,29,4,14.5,7,1,29
5675,41,1,20.0,1,1,41
3528,37,11,27.6,12,2,55
5413,55,11,24.0,4,3,50
3308,37,7,30.700000000000003,12,1,61
892,53,30,12.9,0,2,27
3323,40,8,38.1,22,4,77
4017,33,3,15.9,16,1,32
1730,41,13,27.6,10,4,55
518,47,12,46.300000000000004,28,3,95
5568,24,4,7.4,2,2,15
3299,34,14,20.6,1,4,42
1950,21,2,9.600000000000001,0,4,19
1707,44,14,37.7,8,4,75
441,57,32,74.60000000000001,39,2,151
2732,39,13,72.8,17,4,228
3802,50,31,35.9,23,5,72
4608,20,0,11.200000000000001,1,5,23
5183,42,23,69.9,16,1,140
1873,41,4,46.2,11,3,93
2453,23,4,8.6,0,1,17
279,39,10,26.700000000000003,6,1,53
1209,28,7,12.5,2,1,24
594,59,37,5.4,18,1,11
4786,27,8,22.8,0,6,46
1170,35,6,15.9,12,3,32
2622,40,17,50.300000000000004,3,4,98
760,53,17,33.7,11,2,68
5711,43,13,36.1,12,2,73
1814,38,18,26.3,6,1,54
3148,42,0,11.100000000000001,5,4,22
5125,37,10,71.8,8,3,210
4064,45,18,20.6,16,1,40
4440,45,20,77.10000000000001,23,1,153
2203,61,15,74.7,41,2,674
1787,47,17,34.800000000000004,12,1,69
1422,19,0,8.1,0,5,16
3596,52,32,57.2,11,1,113
2131,34,8,22.1,4,1,44
2309,39,12,25.6,6,1,48
4204,56,11,6.9,2,1,14
4322,36,17,17.3,9,3,35
1096,33,11,11.4,5,4,22
2419,36,14,39.300000000000004,5,2,77
1333,31,11,11.700000000000001,1,5,24
2437,32,4,8.700000000000001,0,1,18
337,35,9,11.100000000000001,0,4,23
3982,48,10,37.5,8,4,77
1867,53,5,94.80000000000001,27,2,192
631,39,8,41.900000000000006,19,4,81
3215,28,5,18.1,5,1,36
1148,37,8,15.3,13,5,32
2812,57,0,71.8,40,1,207
4483,55,27,55.400000000000006,23,7,109
4079,52,8,77.9,28,1,529
2624,27,2,9.1,3,1,18
2084,36,3,50.900000000000006,9,1,101
855,38,2,56.800000000000004,12,2,114
1883,54,4,49.300000000000004,25,1,100
4449,52,10,80.0,21,1,439
4797,43,18,25.200000000000003,9,3,50
1311,34,5,73.6,9,3,252
3511,50,20,71.4,20,2,140
3000,49,28,26.3,14,1,53
1053,25,5,24.700000000000003,0,4,51
23,28,3,27.1,10,5,55
231,54,23,12.200000000000001,3,1,25
4139,53,32,47.800000000000004,9,1,95
4177,34,4,15.100000000000001,5,1,30
1674,36,16,54.800000000000004,6,6,110
4363,56,22,19.6,12,2,40
4809,23,1,5.800000000000001,1,5,12
882,45,9,37.2,13,2,76
5494,53,25,15.100000000000001,5,1,30
3163,39,13,19.200000000000003,2,5,40
3441,28,3,17.3,6,1,35
3190,26,4,44.0,0,1,87
546,48,15,23.200000000000003,15,1,46
3429,42,0,25.900000000000002,14,2,50
4478,41,8,16.1,9,1,33
4094,53,10,15.0,1,1,30
3497,41,17,68.9,17,2,457
3492,57,4,28.1,17,2,57
2177,39,2,15.8,5,2,31
3557,64,8,9.9,21,1,20
4578,20,1,6.9,4,6,14
